310, 33, 28, -17
327, 32, 27, -18
360, 33, 28, -17
410, 32, 28, -17
427, 31, 28, -16
460, 33, 28, -18
494, 33, 27, -18
527, 32, 28, -17
560, 33, 26, -17
594, 32, 28, -18
610, 33, 27, -18
644, 33, 27, -17
677, 32, 27, -18
710, 33, 27, -18
744, 33, 27, -18
777, 33, 27, -18
794, 33, 27, -18
827, 32, 27, -18
860, 33, 27, -18
894, 33, 27, -18
927, 32, 27, -18
960, 32, 27, -18
994, 33, 27, -18
1010, 33, 27, -18
1044, 32, 28, -18
1077, 33, 27, -19
1110, 33, 27, -19
1144, 32, 26, -17
1177, 32, 27, -18
1210, 33, 27, -18
1227, 32, 27, -19
1261, 32, 27, -18
1294, 33, 27, -18
1327, 32, 27, -19
1361, 33, 27, -19
1377, 32, 27, -18
1410, 32, 27, -18
1444, 32, 27, -19
1477, 32, 27, -19
1510, 32, 26, -19
1544, 32, 27, -19
1561, 32, 26, -19
1594, 33, 27, -19
1628, 32, 27, -18
1661, 32, 27, -19
1694, 33, 27, -19
1711, 32, 27, -18
1744, 32, 26, -19
1777, 32, 27, -18
1811, 32, 27, -19
1844, 32, 27, -18
1877, 32, 27, -18
1894, 32, 27, -18
1927, 32, 27, -19
1961, 32, 27, -19
1995, 32, 27, -19
2028, 32, 27, -18
2061, 33, 27, -18
2077, 33, 27, -18
2111, 32, 27, -18
2144, 32, 27, -18
2177, 33, 27, -18
2211, 33, 26, -18
2227, 32, 27, -18
2261, 33, 27, -18
2294, 34, 27, -19
2327, 32, 27, -17
2361, 32, 27, -18
2394, 33, 27, -18
2427, 33, 28, -19
2444, 32, 27, -18
2477, 33, 27, -18
2511, 32, 27, -18
2544, 33, 27, -18
2578, 33, 27, -18
2611, 33, 27, -18
2628, 32, 27, -17
2661, 32, 27, -18
2695, 33, 27, -18
2727, 33, 27, -17
2761, 33, 27, -17
2795, 32, 27, -18
2811, 33, 27, -18
2844, 31, 28, -17
2878, 32, 27, -17
2911, 33, 27, -18
2944, 33, 27, -17
2978, 32, 28, -17
2994, 33, 28, -18
3028, 32, 27, -18
3061, 33, 28, -18
3094, 33, 28, -17
3128, 32, 27, -17
3161, 33, 28, -17
3178, 32, 27, -18
3211, 32, 28, -17
3245, 33, 28, -17
3278, 33, 28, -17
3311, 32, 27, -17
3328, 33, 28, -17
3362, 33, 28, -17
3394, 33, 27, -17
3428, 33, 27, -17
3462, 32, 28, -18
3495, 32, 28, -17
3511, 33, 27, -18
3545, 32, 27, -17
3578, 32, 28, -18
3611, 33, 27, -17
3645, 32, 28, -17
3661, 33, 27, -17
3695, 33, 27, -17
3729, 33, 28, -17
3762, 32, 28, -17
3795, 32, 27, -17
3829, 33, 28, -17
3845, 32, 28, -17
3878, 32, 28, -17
3912, 33, 28, -17
3944, 33, 28, -17
3978, 33, 27, -17
4011, 32, 27, -18
4044, 32, 27, -17
4062, 33, 27, -18
4095, 31, 28, -17
4128, 33, 28, -18
4161, 33, 27, -18
4195, 33, 27, -17
4228, 32, 27, -18
