258, 21, 37, -21
292, 20, 37, -21
342, 21, 37, -21
375, 20, 37, -22
392, 21, 37, -21
425, 21, 37, -21
458, 21, 37, -21
492, 21, 37, -21
525, 20, 37, -22
558, 20, 36, -21
575, 22, 38, -21
609, 20, 38, -21
642, 21, 36, -22
675, 20, 38, -21
709, 21, 37, -21
725, 21, 37, -22
758, 21, 37, -22
792, 20, 37, -22
825, 21, 37, -22
859, 21, 37, -22
892, 21, 37, -21
908, 21, 37, -22
942, 21, 37, -22
975, 21, 37, -22
1008, 21, 37, -22
1042, 21, 37, -22
1058, 20, 37, -23
1092, 20, 38, -22
1125, 21, 37, -23
1159, 21, 37, -23
1192, 21, 37, -22
1225, 21, 37, -22
1242, 20, 38, -22
1276, 20, 37, -22
1309, 21, 36, -22
1342, 21, 38, -22
1375, 21, 37, -22
1409, 21, 37, -22
1425, 20, 37, -22
1459, 20, 36, -23
1492, 21, 37, -22
1525, 20, 37, -23
1559, 20, 36, -22
1592, 21, 37, -23
1608, 21, 37, -22
1642, 21, 37, -23
1675, 21, 37, -22
1709, 21, 37, -22
1743, 21, 37, -22
1775, 21, 37, -22
1809, 21, 36, -23
1826, 20, 36, -22
1859, 20, 37, -22
1892, 20, 37, -22
1925, 21, 37, -22
1959, 21, 36, -22
1992, 20, 38, -23
2009, 20, 37, -24
2042, 20, 36, -22
2076, 21, 38, -23
2109, 21, 36, -22
2142, 21, 36, -21
2159, 22, 37, -21
2192, 21, 36, -21
2226, 21, 36, -22
2259, 21, 37, -23
2292, 21, 36, -23
2326, 21, 36, -23
2342, 22, 36, -23
2376, 20, 37, -23
2409, 21, 37, -22
2442, 21, 37, -22
2476, 21, 36, -22
2492, 20, 37, -22
2526, 21, 37, -22
2559, 21, 37, -22
2592, 20, 37, -22
2626, 20, 37, -22
2659, 22, 36, -21
2676, 21, 36, -22
2709, 22, 37, -22
2742, 22, 37, -22
2776, 21, 37, -22
2809, 21, 37, -22
2843, 20, 37, -22
2859, 21, 36, -22
2892, 21, 37, -22
2926, 21, 37, -23
2959, 20, 37, -23
2992, 20, 37, -23
3026, 20, 37, -22
3043, 20, 37, -23
3076, 21, 37, -22
3109, 21, 37, -22
3142, 21, 36, -22
3176, 21, 37, -22
3209, 21, 37, -22
3243, 20, 37, -24
3259, 20, 37, -22
3293, 21, 37, -22
3326, 21, 37, -22
3359, 21, 37, -23
3393, 20, 37, -23
3426, 21, 37, -23
3442, 20, 37, -23
3476, 21, 37, -23
3509, 21, 36, -22
3543, 21, 38, -24
3576, 21, 37, -22
3593, 21, 37, -22
3626, 21, 37, -22
3659, 20, 36, -23
3693, 21, 36, -23
3726, 21, 37, -23
3759, 21, 37, -23
3776, 20, 37, -23
3809, 21, 36, -22
3842, 21, 37, -23
3876, 21, 37, -23
3909, 21, 36, -23
3926, 21, 36, -22
3959, 21, 37, -22
3993, 21, 37, -22
4026, 21, 37, -23
4059, 21, 36, -22
4093, 21, 37, -22
4109, 21, 37, -22
4143, 21, 37, -23
4176, 21, 36, -23
4210, 21, 36, -23
4243, 20, 37, -22
4276, 22, 38, -23
4293, 22, 37, -21
4326, 21, 37, -22
4360, 20, 37, -22
4393, 20, 37, -22
4426, 20, 37, -22
4460, 21, 36, -21
4478, 21, 37, -22
4509, 21, 37, -22
4543, 22, 38, -22
4576, 21, 37, -22
4610, 22, 36, -21
4643, 21, 37, -21
4660, 22, 36, -21
4693, 22, 37, -21
4726, 21, 36, -22
4759, 21, 38, -22
4793, 22, 37, -22
4826, 21, 37, -21
4860, 20, 38, -22
4876, 21, 36, -22
4909, 22, 35, -21
4943, 22, 37, -20
4976, 23, 38, -21
5009, 22, 37, -21
5043, 23, 35, -21
5060, 22, 36, -20
5093, 22, 36, -21
5126, 21, 38, -21
5160, 22, 36, -20
5193, 22, 36, -21
5209, 22, 36, -20
5243, 21, 37, -20
5276, 23, 37, -21
5310, 23, 36, -21
5343, 22, 36, -22
5376, 22, 37, -21
5393, 21, 37, -21
5426, 21, 38, -22
5460, 21, 38, -22
5493, 22, 37, -21
5526, 22, 36, -21
5543, 22, 36, -21
5577, 21, 36, -21
5610, 22, 37, -22
5643, 22, 37, -21
5676, 21, 38, -21
5710, 22, 37, -21
5726, 21, 37, -21
5760, 21, 37, -22
5793, 21, 36, -21
5826, 22, 37, -21
5860, 22, 37, -21
5893, 22, 37, -22
5910, 21, 37, -21
5943, 22, 37, -21
5976, 22, 38, -22
6011, 21, 36, -22
6043, 22, 36, -22
6076, 22, 36, -22
6093, 21, 37, -22
6127, 21, 36, -23
6160, 22, 35, -23
6193, 22, 36, -23
6227, 22, 37, -22
6260, 22, 37, -23
6293, 22, 36, -23
6310, 22, 36, -22
6343, 21, 37, -23
6377, 22, 35, -23
6410, 22, 36, -23
6443, 21, 36, -23
6460, 21, 36, -23
6493, 22, 36, -23
6527, 21, 36, -23
6560, 21, 36, -23
6593, 21, 36, -23
6627, 22, 36, -23
6644, 21, 36, -23
6677, 21, 36, -23
6710, 21, 37, -23
6743, 20, 37, -23
6777, 21, 36, -23
6810, 21, 36, -23
6827, 21, 36, -23
6860, 21, 37, -23
6894, 21, 36, -23
6927, 21, 36, -23
6960, 21, 36, -23
6977, 21, 37, -23
7010, 21, 37, -23
7043, 21, 36, -22
7077, 21, 36, -23
7110, 20, 37, -23
7144, 21, 36, -22
7160, 22, 36, -23
7194, 22, 37, -23
7227, 21, 37, -23
7260, 20, 37, -23
7294, 21, 37, -22
7310, 21, 36, -22
7343, 22, 36, -22
7377, 22, 36, -23
7410, 22, 36, -22
7443, 21, 37, -23
7477, 21, 37, -23
7510, 20, 37, -23
7527, 21, 36, -23
7560, 21, 37, -23
7593, 21, 36, -23
7660, 21, 37, -23
7694, 21, 37, -24
7710, 21, 36, -23
7744, 21, 36, -23
7777, 20, 37, -23
7810, 21, 36, -23
7845, 21, 36, -23
7878, 22, 36, -23
7911, 22, 36, -22
7927, 21, 36, -24
7960, 21, 37, -23
7994, 21, 36, -23
8027, 20, 37, -23
8060, 21, 37, -23
8077, 21, 37, -23
8110, 21, 36, -23
8144, 22, 36, -23
8178, 22, 36, -23
8211, 21, 36, -23
8244, 21, 36, -23
