0.086993, 255, 6, 3
0.087196, 35, 252, 208
0.089601, 34, 252, 209
0.093533, 34, 253, 208
0.09733, 34, 252, 208
0.101313, 34, 253, 208
0.104581, 35, 253, 208
0.108813, 34, 252, 208
0.112652, 34, 252, 207
0.116457, 34, 252, 208
0.120412, 34, 252, 207
0.124181, 35, 253, 208
0.128152, 34, 252, 208
0.13134, 34, 252, 208
0.135123, 34, 252, 208
0.139159, 34, 252, 208
0.142976, 33, 253, 208
0.146845, 34, 252, 207
0.150773, 34, 252, 207
0.154694, 34, 252, 207
0.158482, 34, 252, 207
0.161523, 33, 253, 207
0.165848, 34, 253, 208
0.169462, 34, 252, 207
0.173331, 34, 252, 208
0.177362, 33, 252, 208
0.181248, 33, 252, 208
0.185267, 34, 252, 208
0.18908, 34, 253, 207
0.192353, 34, 253, 207
0.196398, 33, 253, 207
0.200068, 33, 252, 207
0.204146, 34, 253, 207
0.207827, 34, 252, 208
0.211882, 33, 253, 207
0.215854, 33, 253, 207
0.219036, 34, 253, 207
0.223067, 34, 252, 207
0.227021, 34, 252, 207
0.230991, 34, 253, 207
0.234851, 34, 252, 207
0.238808, 34, 253, 208
0.243026, 34, 253, 207
0.246883, 34, 252, 207
0.249964, 34, 252, 207
0.254166, 34, 252, 208
0.258111, 34, 252, 208
0.262108, 35, 253, 208
0.266116, 34, 252, 208
0.270035, 34, 253, 206
0.274161, 34, 252, 207
0.277998, 34, 253, 207
0.281267, 34, 253, 207
0.285377, 35, 252, 207
0.289304, 34, 253, 207
0.293343, 35, 253, 208
0.297386, 34, 252, 208
0.301437, 34, 252, 207
0.305545, 34, 252, 207
0.308786, 33, 252, 208
0.312892, 34, 252, 207
0.31699, 35, 253, 208
0.321194, 35, 252, 208
0.324952, 34, 253, 208
0.328788, 34, 253, 208
0.332851, 35, 252, 208
0.336746, 35, 253, 208
0.339965, 35, 253, 208
0.343861, 34, 253, 208
0.347729, 34, 252, 208
0.35177, 35, 252, 208
0.355586, 34, 252, 208
0.359298, 35, 252, 208
0.363321, 34, 253, 208
