329, -51, -20, -6
333, -53, -20, -7
399, -54, -19, -9
416, -53, -19, -11
449, -52, -21, -9
483, -50, -21, -9
516, -50, -22, -7
549, -51, -20, -8
582, -53, -19, -9
599, -53, -19, -12
633, -54, -20, -14
666, -54, -19, -15
699, -52, -19, -14
732, -50, -19, -13
749, -50, -19, -12
782, -52, -20, -10
816, -52, -19, -10
849, -53, -19, -10
882, -53, -19, -9
916, -53, -18, -10
949, -53, -17, -10
966, -52, -19, -10
999, -52, -19, -11
1032, -52, -19, -9
1066, -53, -20, -9
1099, -52, -19, -10
1132, -52, -20, -10
1166, -52, -19, -10
1183, -52, -20, -10
1216, -52, -20, -10
1249, -52, -20, -10
1283, -52, -20, -9
1316, -52, -20, -9
1349, -52, -21, -10
1366, -52, -20, -10
1399, -52, -21, -9
1433, -52, -20, -9
1466, -52, -20, -10
1499, -53, -20, -9
1516, -52, -19, -10
1549, -52, -20, -10
1583, -52, -20, -9
1616, -52, -20, -9
1649, -52, -20, -10
1683, -52, -20, -9
1699, -52, -20, -10
1733, -52, -20, -10
1766, -52, -21, -10
1799, -52, -21, -10
1833, -51, -21, -10
1866, -52, -21, -9
1883, -52, -20, -8
1916, -52, -20, -8
1950, -52, -20, -9
1983, -52, -20, -10
2016, -52, -20, -9
2033, -52, -20, -10
2066, -52, -21, -10
2099, -52, -21, -9
2133, -52, -21, -9
2166, -52, -21, -9
2200, -52, -21, -10
2233, -52, -21, -10
2249, -52, -21, -9
2283, -52, -21, -9
2316, -51, -20, -9
2349, -52, -21, -9
2383, -52, -21, -9
2416, -52, -21, -9
2449, -52, -20, -9
2466, -52, -20, -10
2500, -52, -21, -9
2533, -51, -21, -8
2567, -52, -21, -10
2599, -51, -21, -9
2617, -51, -20, -9
2650, -52, -21, -9
2683, -51, -22, -9
2716, -52, -21, -9
2750, -51, -21, -9
2783, -51, -21, -9
2799, -51, -21, -10
2833, -52, -22, -9
2866, -52, -22, -9
2900, -51, -21, -9
2933, -51, -21, -9
2966, -52, -21, -9
2983, -51, -21, -9
3016, -51, -21, -9
3050, -52, -21, -9
3083, -51, -22, -9
3116, -52, -21, -9
3133, -51, -22, -9
3166, -51, -21, -9
3200, -52, -21, -9
3233, -51, -21, -9
3266, -51, -21, -9
3300, -52, -21, -9
3316, -51, -21, -9
3350, -52, -21, -9
3383, -51, -21, -9
3417, -51, -21, -9
3450, -51, -22, -9
3483, -52, -22, -9
3517, -52, -21, -8
3533, -52, -21, -9
3568, -52, -21, -9
3600, -52, -21, -9
3633, -52, -21, -9
3666, -52, -21, -9
3700, -51, -21, -9
3716, -51, -21, -9
3750, -52, -21, -9
3783, -52, -21, -8
3817, -52, -21, -9
3850, -52, -21, -9
3883, -51, -21, -9
3900, -51, -22, -8
3933, -51, -21, -8
3967, -51, -21, -9
4000, -52, -22, -9
4033, -52, -21, -9
4050, -52, -21, -9
4084, -52, -20, -9
4117, -52, -21, -9
4150, -52, -21, -9
4183, -52, -20, -9
4217, -52, -21, -9
4233, -52, -21, -9
4266, -51, -21, -9
4300, -51, -21, -9
4333, -52, -21, -9
4367, -52, -21, -9
4383, -52, -21, -9
4417, -51, -21, -8
4450, -52, -21, -9
4483, -51, -21, -9
4517, -52, -21, -8
4550, -51, -21, -9
4584, -52, -21, -10
4600, -52, -20, -8
4634, -51, -22, -9
4667, -51, -22, -9
4700, -52, -21, -9
4733, -51, -21, -9
4767, -51, -21, -10
4783, -52, -21, -10
4818, -52, -21, -9
4850, -51, -21, -9
4883, -52, -21, -9
4917, -52, -21, -9
4950, -51, -21, -8
4983, -51, -21, -9
5000, -52, -22, -9
5033, -51, -21, -9
5068, -52, -22, -9
5100, -52, -21, -9
5133, -51, -21, -10
5150, -52, -20, -9
5184, -51, -21, -9
5217, -51, -21, -10
5250, -52, -21, -9
5284, -52, -21, -9
5318, -52, -21, -9
5334, -52, -22, -9
5367, -52, -21, -9
5400, -52, -21, -9
5433, -51, -21, -9
5467, -52, -22, -8
5500, -52, -21, -9
5517, -52, -21, -9
5550, -51, -21, -9
5584, -51, -21, -9
5617, -52, -21, -9
5650, -51, -21, -9
5667, -52, -21, -9
5700, -52, -21, -9
5734, -52, -22, -9
5768, -52, -21, -9
5800, -52, -21, -10
5834, -51, -21, -9
5850, -52, -21, -9
5884, -51, -21, -9
5917, -51, -21, -9
5950, -52, -21, -8
5984, -52, -22, -9
6017, -52, -21, -9
6051, -52, -21, -9
6067, -52, -20, -9
6100, -51, -21, -9
6134, -52, -21, -9
6167, -52, -21, -9
6200, -52, -21, -8
6234, -51, -21, -9
6250, -51, -21, -9
6285, -52, -20, -9
6317, -52, -21, -9
6350, -52, -21, -9
6384, -52, -21, -9
6418, -52, -22, -9
6434, -52, -21, -9
6467, -52, -21, -9
6500, -52, -21, -8
6534, -52, -21, -9
6568, -51, -21, -10
6584, -51, -21, -9
6617, -52, -20, -8
6651, -52, -22, -9
6684, -51, -22, -8
6717, -53, -21, -8
6751, -52, -21, -8
6767, -51, -21, -9
6801, -52, -21, -9
6835, -52, -21, -9
6867, -52, -21, -9
6901, -52, -21, -9
6935, -52, -21, -9
6951, -52, -21, -9
6985, -51, -21, -9
7018, -51, -21, -9
7052, -52, -21, -9
7084, -52, -21, -8
7117, -51, -21, -9
7134, -52, -20, -9
7168, -52, -21, -8
7201, -51, -21, -9
7234, -52, -22, -9
7267, -52, -21, -9
7301, -51, -21, -9
7334, -52, -21, -8
7351, -52, -22, -9
7384, -53, -20, -8
7417, -51, -20, -8
7452, -52, -20, -9
7484, -52, -21, -10
7518, -52, -21, -9
7534, -52, -21, -8
